Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-11-10T03:33:56.336Z","Included","grok-code-fast-1","Yes","0","303","36224","168","36695","0.001"
"2025-11-10T03:33:49.564Z","Included","grok-code-fast-1","Yes","0","121","160000","169","160290","0.004"
"2025-11-10T03:33:45.267Z","Included","grok-code-fast-1","Yes","0","482","35648","143","36273","0.001"
"2025-11-10T03:33:42.196Z","Errored, No Charge","grok-code-fast-1","Yes","0","67","159744","211","160022","0.004"
"2025-11-10T03:33:39.098Z","Included","grok-code-fast-1","Yes","0","221","35136","295","35652","0.001"
"2025-11-10T03:33:36.050Z","Included","grok-code-fast-1","Yes","0","186","159488","59","159733","0.004"
"2025-11-10T03:33:35.796Z","Included","grok-code-fast-1","Yes","0","4289","30720","131","35140","0.002"
"2025-11-10T03:33:30.914Z","Included","grok-code-fast-1","Yes","0","55","159360","100","159515","0.004"
"2025-11-10T03:33:26.704Z","Included","grok-code-fast-1","Yes","0","129","30528","59","30716","0.001"
"2025-11-10T03:33:24.616Z","Included","grok-code-fast-1","Yes","0","269","158976","88","159333","0.004"
"2025-11-10T03:33:13.161Z","Included","grok-code-fast-1","Yes","0","401","27968","2101","30470","0.005"
"2025-11-10T03:33:12.616Z","Included","grok-code-fast-1","Yes","0","426","158528","71","159025","0.004"
"2025-11-10T03:33:10.510Z","Included","grok-code-fast-1","Yes","0","577","27264","80","27921","0.001"
"2025-11-10T03:33:08.054Z","Included","grok-code-fast-1","Yes","0","455","26752","79","27286","0.001"
"2025-11-10T03:33:07.055Z","Included","grok-code-fast-1","Yes","0","207","26496","41","26744","0.001"
"2025-11-10T03:32:58.068Z","Included","grok-code-fast-1","Yes","0","150052","8320","141","158513","0.04"
"2025-11-10T03:32:52.184Z","Included","grok-code-fast-1","Yes","0","166","157312","48","157526","0.004"
"2025-11-10T03:32:43.956Z","Included","grok-code-fast-1","Yes","0","252","156992","68","157312","0.004"
"2025-11-10T03:32:25.010Z","Included","grok-code-fast-1","Yes","0","296","156672","71","157039","0.004"
"2025-11-10T03:32:18.018Z","Included","grok-code-fast-1","Yes","0","320","156160","204","156684","0.004"
"2025-11-10T03:32:11.294Z","Included","grok-code-fast-1","Yes","0","289","155840","71","156200","0.004"
"2025-11-10T03:31:53.479Z","Included","grok-code-fast-1","Yes","0","186","25920","430","26536","0.001"
"2025-11-10T03:31:52.348Z","Included","grok-code-fast-1","Yes","0","326","155456","57","155839","0.004"
"2025-11-10T03:31:34.700Z","Included","grok-code-fast-1","Yes","0","182","25728","52","25962","0.001"
"2025-11-10T03:31:30.229Z","Included","grok-code-fast-1","Yes","0","285","25344","94","25723","0.001"
"2025-11-10T03:31:29.314Z","Included","grok-code-fast-1","Yes","0","838","154432","190","155460","0.004"
"2025-11-10T03:31:23.890Z","Included","grok-code-fast-1","Yes","0","19313","5888","101","25302","0.005"
"2025-11-10T03:31:22.200Z","Included","grok-code-fast-1","Yes","0","36","153856","546","154438","0.005"
"2025-11-10T03:31:21.539Z","Included","grok-code-fast-1","Yes","0","155","24640","89","24884","0.001"
"2025-11-10T03:31:17.604Z","Included","grok-code-fast-1","Yes","0","60","24512","80","24652","0.001"
"2025-11-10T03:31:12.027Z","Included","grok-code-fast-1","Yes","0","316","153408","59","153783","0.004"
"2025-11-10T03:31:08.811Z","Included","grok-code-fast-1","Yes","0","306","24192","49","24547","0.001"
"2025-11-10T03:31:06.979Z","Included","grok-code-fast-1","Yes","0","121","153216","74","153411","0.004"
"2025-11-10T03:31:05.912Z","Included","grok-code-fast-1","Yes","0","339","23680","151","24170","0.001"
"2025-11-10T03:31:02.137Z","Included","grok-code-fast-1","Yes","0","416","152704","87","153207","0.004"
"2025-11-10T03:31:01.025Z","Included","grok-code-fast-1","Yes","0","646","22976","49","23671","0.001"
"2025-11-10T03:30:56.159Z","Included","grok-code-fast-1","Yes","0","107","22848","49","23004","0.001"
"2025-11-10T03:30:52.369Z","Included","grok-code-fast-1","Yes","0","104","152576","53","152733","0.004"
"2025-11-10T03:30:45.975Z","Included","grok-code-fast-1","Yes","0","91","152448","72","152611","0.004"
"2025-11-10T03:30:43.570Z","Included","grok-code-fast-1","Yes","0","322","22528","49","22899","0.001"
"2025-11-10T03:30:38.385Z","Included","grok-code-fast-1","Yes","0","178","22144","243","22565","0.001"
"2025-11-10T03:30:35.559Z","Included","grok-code-fast-1","Yes","0","69","152320","74","152463","0.004"
"2025-11-10T03:30:31.649Z","Included","grok-code-fast-1","Yes","0","739","21312","67","22118","0.001"
"2025-11-10T03:30:24.849Z","Included","grok-code-fast-1","Yes","0","467","20224","567","21258","0.002"
"2025-11-10T03:30:24.110Z","Errored, No Charge","grok-code-fast-1","Yes","0","136","20032","75","20243","0.001"
"2025-11-10T03:30:21.049Z","Included","grok-code-fast-1","Yes","0","312","19648","87","20047","0.001"
"2025-11-10T03:30:17.730Z","Included","grok-code-fast-1","Yes","0","564","151680","76","152320","0.004"
"2025-11-10T03:30:16.280Z","Included","grok-code-fast-1","Yes","0","190","19328","67","19585","0.001"
"2025-11-10T03:30:08.957Z","Included","grok-code-fast-1","Yes","0","433","18816","89","19338","0.001"
"2025-11-10T03:30:06.140Z","Included","grok-code-fast-1","Yes","0","185","18496","136","18817","0.001"
"2025-11-10T03:30:04.077Z","Included","grok-code-fast-1","Yes","0","174","18304","62","18540","0.001"
"2025-11-10T03:30:03.960Z","Included","grok-code-fast-1","Yes","0","60","151296","352","151708","0.004"
"2025-11-10T03:30:01.569Z","Included","grok-code-fast-1","Yes","0","918","17216","251","18385","0.001"
"2025-11-10T03:29:59.784Z","Included","grok-code-fast-1","Yes","0","141","151104","67","151312","0.004"
"2025-11-10T03:29:54.853Z","Included","grok-code-fast-1","Yes","0","189","150848","67","151104","0.004"
"2025-11-10T03:29:50.073Z","Included","grok-code-fast-1","Yes","0","60","150720","67","150847","0.004"
"2025-11-10T03:29:35.644Z","Included","grok-code-fast-1","Yes","0","267","150400","55","150722","0.004"
"2025-11-10T03:29:19.689Z","Included","grok-code-fast-1","Yes","0","591","149696","142","150429","0.004"
"2025-11-10T03:29:18.258Z","Included","grok-code-fast-1","Yes","0","92","17472","381","17945","0.001"
"2025-11-10T03:29:14.106Z","Included","grok-code-fast-1","Yes","0","778","16448","54","17280","0.001"
"2025-11-10T03:29:10.729Z","Included","grok-code-fast-1","Yes","0","612","15808","67","16487","0.001"
"2025-11-10T03:29:05.510Z","Included","grok-code-fast-1","Yes","0","1316","14336","53","15705","0.001"
"2025-11-10T03:29:02.159Z","Included","grok-code-fast-1","Yes","0","664","13568","46","14278","0.001"
"2025-11-10T03:28:59.377Z","Included","grok-code-fast-1","Yes","0","303","13184","67","13554","0.001"
"2025-11-10T03:28:58.181Z","Included","grok-code-fast-1","Yes","0","379","148928","364","149671","0.004"
"2025-11-10T03:28:55.954Z","Included","grok-code-fast-1","Yes","0","426","12672","70","13168","0.001"
"2025-11-10T03:28:52.772Z","Included","grok-code-fast-1","Yes","0","290","12352","67","12709","0.000"
"2025-11-10T03:28:52.384Z","Included","grok-code-fast-1","Yes","0","211","148480","257","148948","0.004"
"2025-11-10T03:28:49.341Z","Included","grok-code-fast-1","Yes","0","595","11712","67","12374","0.001"
"2025-11-10T03:28:47.473Z","Included","grok-code-fast-1","Yes","0","193","148224","67","148484","0.004"
"2025-11-10T03:28:46.228Z","Included","grok-code-fast-1","Yes","0","841","10752","53","11646","0.001"
"2025-11-10T03:28:42.516Z","Included","grok-code-fast-1","Yes","0","1492","9152","48","10692","0.001"
"2025-11-10T03:28:41.518Z","Included","grok-code-fast-1","Yes","0","681","8320","42","9043","0.000"
"2025-11-10T03:28:35.086Z","Included","grok-code-fast-1","Yes","0","357","147840","63","148260","0.004"
"2025-11-10T03:28:29.183Z","Included","grok-code-fast-1","Yes","0","249","147392","206","147847","0.004"
"2025-11-10T03:28:15.768Z","Included","grok-code-fast-1","Yes","0","411","146944","48","147403","0.004"
"2025-11-10T03:27:57.820Z","Included","grok-code-fast-1","Yes","0","274","146432","235","146941","0.004"
"2025-11-10T03:27:51.946Z","Included","grok-code-fast-1","Yes","0","126","146240","101","146467","0.004"
"2025-11-10T03:27:43.072Z","Included","grok-code-fast-1","Yes","0","107","146112","67","146286","0.004"
"2025-11-10T03:27:23.468Z","Included","grok-code-fast-1","Yes","0","276","145792","69","146137","0.004"
"2025-11-10T03:27:17.401Z","Included","grok-code-fast-1","Yes","0","206","145344","226","145776","0.004"
"2025-11-10T03:26:57.329Z","Included","grok-code-fast-1","Yes","0","2808","142464","67","145339","0.004"
"2025-11-10T03:26:44.856Z","Included","grok-code-fast-1","Yes","0","366","140160","1932","142458","0.01"
"2025-11-10T03:26:40.433Z","Included","grok-code-fast-1","Yes","0","311","139776","67","140154","0.004"
"2025-11-10T03:26:31.476Z","Errored, No Charge","grok-code-fast-1","Yes","0","147","139584","67","139798","0.004"
"2025-11-10T03:26:06.745Z","Included","grok-code-fast-1","Yes","0","628","137152","1822","139602","0.01"
"2025-11-10T03:25:57.531Z","Included","grok-code-fast-1","Yes","0","362","136192","545","137099","0.004"
"2025-11-10T03:25:54.723Z","Included","grok-code-fast-1","Yes","0","133","135936","79","136148","0.003"
"2025-11-10T03:24:19.423Z","Included","grok-code-fast-1","Yes","0","161","133568","2079","135808","0.01"
"2025-11-10T03:21:44.467Z","Included","grok-code-fast-1","Yes","0","580","131648","915","133143","0.005"
"2025-11-10T03:21:39.874Z","Included","grok-code-fast-1","Yes","0","318","131264","67","131649","0.003"
"2025-11-10T03:21:34.473Z","Included","grok-code-fast-1","Yes","0","140","131072","67","131279","0.003"
"2025-11-10T03:21:29.006Z","Included","grok-code-fast-1","Yes","0","144","130304","68","130516","0.003"
"2025-11-10T03:20:07.291Z","Included","grok-code-fast-1","Yes","0","848","128512","820","130180","0.005"
"2025-11-10T03:20:02.053Z","Included","grok-code-fast-1","Yes","0","418","127936","70","128424","0.003"
"2025-11-10T03:20:00.085Z","Included","grok-code-fast-1","Yes","0","607","127296","71","127974","0.003"
"2025-11-10T03:18:32.775Z","Errored, No Charge","grok-code-fast-1","Yes","0","0","0","0","0","0.00"
"2025-11-10T03:18:27.612Z","Included","grok-code-fast-1","Yes","0","349","126784","123","127256","0.003"
"2025-11-10T03:18:21.910Z","Included","grok-code-fast-1","Yes","0","644","126080","99","126823","0.003"
"2025-11-10T03:18:07.610Z","Included","grok-code-fast-1","Yes","0","377","125632","94","126103","0.003"
"2025-11-10T03:18:01.156Z","Included","grok-code-fast-1","Yes","0","444","124928","241","125613","0.004"
"2025-11-10T03:17:49.770Z","Included","grok-code-fast-1","Yes","0","242","124608","98","124948","0.003"
"2025-11-10T03:17:37.770Z","Included","grok-code-fast-1","Yes","0","375","124160","93","124628","0.003"
"2025-11-10T03:17:25.382Z","Included","grok-code-fast-1","Yes","0","347","123584","208","124139","0.003"
"2025-11-10T03:17:19.463Z","Included","grok-code-fast-1","Yes","0","264","123072","197","123533","0.003"
"2025-11-10T03:17:11.032Z","Included","grok-code-fast-1","Yes","0","650","122432","110","123192","0.003"
"2025-11-10T03:17:04.413Z","Included","grok-code-fast-1","Yes","0","293","121408","696","122397","0.004"
"2025-11-10T03:16:59.967Z","Included","grok-code-fast-1","Yes","0","10071","110912","70","121053","0.01"
"2025-11-10T03:14:25.863Z","Included","grok-code-fast-1","Yes","0","619","118336","454","119409","0.004"
"2025-11-10T03:14:15.046Z","Included","grok-code-fast-1","Yes","0","223","118016","98","118337","0.003"
"2025-11-10T03:14:03.882Z","Included","grok-code-fast-1","Yes","0","235","117696","80","118011","0.003"
"2025-11-10T03:13:51.812Z","Included","grok-code-fast-1","Yes","0","290","117184","227","117701","0.003"
"2025-11-10T03:13:41.073Z","Included","grok-code-fast-1","Yes","0","417","116672","134","117223","0.003"
"2025-11-10T03:13:32.176Z","Included","grok-code-fast-1","Yes","0","297","116032","344","116673","0.003"
"2025-11-10T03:13:29.166Z","Included","grok-code-fast-1","Yes","0","4463","111296","189","115948","0.004"
"2025-11-10T03:13:27.363Z","Errored, No Charge","grok-code-fast-1","Yes","0","0","0","0","0","0.00"
"2025-11-10T03:13:18.317Z","Errored, No Charge","grok-code-fast-1","Yes","0","0","0","0","0","0.00"
"2025-11-10T03:13:06.534Z","Included","grok-code-fast-1","Yes","0","975","113984","94","115053","0.003"
"2025-11-10T03:12:51.858Z","Included","grok-code-fast-1","Yes","0","564","112448","954","113966","0.005"
"2025-11-10T03:12:42.565Z","Included","grok-code-fast-1","Yes","0","225","111808","390","112423","0.003"
"2025-11-10T03:12:36.262Z","Included","grok-code-fast-1","Yes","0","100","111424","120","111644","0.003"
"2025-11-10T03:12:32.947Z","Included","grok-code-fast-1","Yes","0","117","111232","62","111411","0.003"
"2025-11-10T03:12:29.732Z","Included","grok-code-fast-1","Yes","0","67","110912","70","111049","0.003"
"2025-11-10T03:10:58.732Z","Included","grok-code-fast-1","Yes","0","99","110848","279","111226","0.003"
"2025-11-10T03:10:46.916Z","Included","grok-code-fast-1","Yes","0","340","110400","99","110839","0.003"
"2025-11-10T03:10:33.498Z","Included","grok-code-fast-1","Yes","0","332","109760","301","110393","0.003"
"2025-11-10T03:10:19.511Z","Included","grok-code-fast-1","Yes","0","350","109056","288","109694","0.003"
"2025-11-10T03:10:13.584Z","Included","grok-code-fast-1","Yes","0","308","108352","297","108957","0.003"
"2025-11-10T03:10:09.542Z","Included","grok-code-fast-1","Yes","0","699","107200","70","107969","0.003"
"2025-11-10T03:07:37.092Z","Included","grok-code-fast-1","Yes","0","580","106368","220","107168","0.003"
"2025-11-10T03:07:28.616Z","Included","grok-code-fast-1","Yes","0","208","106048","99","106355","0.003"
"2025-11-10T03:07:21.444Z","Included","grok-code-fast-1","Yes","0","257","105728","60","106045","0.003"
"2025-11-10T03:07:14.809Z","Included","grok-code-fast-1","Yes","0","97398","8320","70","105788","0.02"
"2025-11-10T03:06:12.680Z","On-Demand","grok-4-fast-reasoning","Yes","0","96939","9001","79","106019","0.02"
"2025-11-10T03:06:07.357Z","On-Demand","grok-4-fast-reasoning","Yes","0","8212","97415","102","105729","0.01"
"2025-11-10T03:06:03.774Z","On-Demand","grok-4-fast-reasoning","Yes","0","214","97415","50","97679","0.01"
"2025-11-10T03:05:41.859Z","On-Demand","grok-4-fast-reasoning","Yes","0","97322","304","79","97705","0.02"
"2025-11-10T03:05:37.619Z","Errored, No Charge","grok-4-fast-reasoning","Yes","0","0","0","0","0","0.00"
"2025-11-10T03:05:30.398Z","On-Demand","grok-4-fast-reasoning","Yes","0","97116","304","64","97484","0.02"
"2025-11-10T02:59:20.658Z","On-Demand","claude-4.5-haiku-thinking","Yes","1222","8","9899","873","12002","0.01"
"2025-11-10T02:58:59.791Z","On-Demand","claude-4.5-haiku-thinking","Yes","747","0","130610","547","131904","0.02"
"2025-11-10T02:58:52.988Z","On-Demand","claude-4.5-haiku-thinking","Yes","505","0","130105","162","130772","0.02"
"2025-11-10T02:58:46.110Z","On-Demand","claude-4.5-haiku-thinking","Yes","1432","1","128673","140","130246","0.02"
"2025-11-10T02:58:43.889Z","On-Demand","claude-4.5-haiku-thinking","Yes","400","702","128273","149","129524","0.02"
"2025-11-10T02:58:01.812Z","On-Demand","claude-4.5-haiku-thinking","Yes","526","699","132527","909","134661","0.02"
"2025-11-10T02:57:47.087Z","On-Demand","claude-4.5-haiku-thinking","Yes","308","2","127965","397","128672","0.02"
"2025-11-10T02:57:41.892Z","On-Demand","claude-4.5-haiku-thinking","Yes","1049","3","126916","154","128122","0.02"
"2025-11-10T02:57:36.988Z","On-Demand","claude-4.5-haiku-thinking","Yes","2947","4","123969","133","127053","0.02"
"2025-11-10T02:57:33.663Z","On-Demand","claude-4.5-haiku-thinking","Yes","1753","4","122216","107","124080","0.02"
"2025-11-10T02:57:29.933Z","Errored, No Charge","claude-4.5-haiku-thinking","Yes","955","4","121261","75","122295","0.02"
"2025-11-10T02:57:27.510Z","On-Demand","claude-4.5-haiku-thinking","Yes","111364","811","9897","101","122173","0.17"
"2025-11-10T02:56:21.606Z","On-Demand","claude-4.5-haiku-thinking","Yes","7220","3","125307","523","133053","0.03"
"2025-11-10T02:56:13.619Z","Errored, No Charge","claude-4.5-haiku-thinking","Yes","1917","4","123390","7127","132438","0.06"
"2025-11-10T02:56:10.384Z","On-Demand","claude-4.5-haiku-thinking","Yes","113493","880","9897","677","124947","0.18"
"2025-11-10T02:45:38.848Z","On-Demand","claude-4.5-haiku-thinking","Yes","330","0","87359","431","88120","0.01"
"2025-11-10T02:45:21.842Z","On-Demand","claude-4.5-haiku-thinking","Yes","532","0","86827","237","87596","0.01"
"2025-11-10T02:45:11.085Z","On-Demand","claude-4.5-haiku-thinking","Yes","504","0","86323","143","86970","0.01"
"2025-11-10T02:45:05.629Z","On-Demand","claude-4.5-haiku-thinking","Yes","220","0","86103","139","86462","0.01"
"2025-11-10T02:44:55.298Z","On-Demand","claude-4.5-haiku-thinking","Yes","1166","0","84937","164","86267","0.01"
"2025-11-10T02:44:45.675Z","On-Demand","claude-4.5-haiku-thinking","Yes","1089","0","83848","705","85642","0.02"
"2025-11-10T02:44:33.665Z","On-Demand","claude-4.5-haiku-thinking","Yes","1133","0","82715","511","84359","0.01"
"2025-11-10T02:44:25.358Z","On-Demand","claude-4.5-haiku-thinking","Yes","442","0","82273","667","83382","0.01"
"2025-11-10T02:44:12.908Z","On-Demand","claude-4.5-haiku-thinking","Yes","1414","0","80859","266","82539","0.01"
"2025-11-10T02:44:06.007Z","On-Demand","claude-4.5-haiku-thinking","Yes","1066","0","79793","818","81677","0.02"
"2025-11-10T02:43:59.030Z","On-Demand","claude-4.5-haiku-thinking","Yes","342","0","79451","114","79907","0.01"
"2025-11-10T02:43:52.791Z","On-Demand","claude-4.5-haiku-thinking","Yes","535","0","78916","241","79692","0.01"
"2025-11-10T02:43:44.850Z","On-Demand","claude-4.5-haiku-thinking","Yes","213","0","78703","114","79030","0.01"
"2025-11-10T02:43:38.567Z","On-Demand","claude-4.5-haiku-thinking","Yes","442","0","78261","179","78882","0.01"
"2025-11-10T02:43:32.451Z","On-Demand","claude-4.5-haiku-thinking","Yes","282","0","77979","278","78539","0.01"
"2025-11-10T02:43:25.998Z","On-Demand","claude-4.5-haiku-thinking","Yes","446","0","77533","216","78195","0.01"
"2025-11-10T02:43:17.616Z","On-Demand","claude-4.5-haiku-thinking","Yes","221","0","77312","113","77646","0.01"
"2025-11-10T02:43:06.980Z","On-Demand","claude-4.5-haiku-thinking","Yes","910","1","76402","160","77473","0.01"
"2025-11-10T02:42:58.484Z","On-Demand","claude-4.5-haiku-thinking","Yes","4546","2","71856","472","76876","0.02"
"2025-11-10T02:42:50.868Z","On-Demand","claude-4.5-haiku-thinking","Yes","2240","3","69616","228","72087","0.01"
"2025-11-10T02:42:38.058Z","On-Demand","claude-4.5-haiku-thinking","Yes","673","642","68943","1548","71806","0.02"
"2025-11-10T02:39:46.855Z","On-Demand","claude-4.5-haiku-thinking","Yes","589","4","68943","153","69689","0.01"
"2025-11-10T02:39:44.008Z","On-Demand","claude-4.5-haiku-thinking","Yes","59044","232","9899","268","69443","0.09"
"2025-11-10T02:30:17.725Z","On-Demand","claude-4.5-haiku-thinking","Yes","381","0","68279","432","69092","0.01"
"2025-11-10T02:30:11.270Z","On-Demand","claude-4.5-haiku-thinking","Yes","333","0","67946","245","68524","0.01"
"2025-11-10T02:29:53.754Z","On-Demand","claude-4.5-haiku-thinking","Yes","524","0","67422","240","68186","0.01"
"2025-11-10T02:29:42.913Z","On-Demand","claude-4.5-haiku-thinking","Yes","509","0","66913","155","67577","0.01"
"2025-11-10T02:29:33.982Z","On-Demand","claude-4.5-haiku-thinking","Yes","520","0","66393","140","67053","0.01"
"2025-11-10T02:29:27.441Z","On-Demand","claude-4.5-haiku-thinking","Yes","243","1","66150","141","66535","0.01"
"2025-11-10T02:29:14.263Z","On-Demand","claude-4.5-haiku-thinking","Yes","743","1","65407","187","66338","0.01"
"2025-11-10T02:29:03.070Z","On-Demand","claude-4.5-haiku-thinking","Yes","1557","2","63850","365","65774","0.01"
"2025-11-10T02:28:53.293Z","On-Demand","claude-4.5-haiku-thinking","Yes","4734","3","59116","997","64850","0.02"
"2025-11-10T02:28:46.560Z","On-Demand","claude-4.5-haiku-thinking","Yes","10071","4","49045","269","59389","0.02"
"2025-11-10T02:28:40.299Z","On-Demand","claude-4.5-haiku-thinking","Yes","1197","4","47848","112","49161","0.01"
"2025-11-10T02:28:36.869Z","On-Demand","claude-4.5-haiku-thinking","Yes","37949","701","9899","265","48814","0.06"
"2025-11-09T17:42:15.729Z","On-Demand","claude-4.5-haiku-thinking","Yes","2227","0","117878","1158","121263","0.02"
"2025-11-09T17:41:31.751Z","On-Demand","claude-4.5-haiku-thinking","Yes","4815","0","113063","1138","119016","0.03"
"2025-11-09T17:40:52.633Z","On-Demand","claude-4.5-haiku-thinking","Yes","4211","0","108852","4714","117777","0.05"
"2025-11-09T17:40:48.498Z","On-Demand","claude-4.5-haiku-thinking","Yes","656","0","108196","4128","112980","0.04"
"2025-11-09T17:40:42.892Z","On-Demand","claude-4.5-haiku-thinking","Yes","250","0","107946","91","108287","0.01"
"2025-11-09T17:40:37.640Z","On-Demand","claude-4.5-haiku-thinking","Yes","267","0","107679","149","108095","0.01"
"2025-11-09T17:39:46.456Z","On-Demand","claude-4.5-haiku-thinking","Yes","5925","0","101754","186","107865","0.02"
"2025-11-09T17:38:59.577Z","On-Demand","claude-4.5-haiku-thinking","Yes","5233","0","96521","5816","107570","0.05"
"2025-11-09T17:38:08.989Z","On-Demand","claude-4.5-haiku-thinking","Yes","5543","1","90978","5120","101642","0.05"
"2025-11-09T17:37:24.044Z","On-Demand","claude-4.5-haiku-thinking","Yes","4754","2","86224","5434","96414","0.05"
"2025-11-09T17:36:26.943Z","On-Demand","claude-4.5-haiku-thinking","Yes","6326","3","79898","4646","90873","0.05"
"2025-11-09T17:35:22.287Z","On-Demand","claude-4.5-haiku-thinking","Yes","8532","4","71366","6182","86084","0.06"
"2025-11-09T17:35:19.787Z","On-Demand","claude-4.5-haiku-thinking","Yes","28121","579","43245","7853","79798","0.10"
"2025-11-09T17:35:13.386Z","Errored, No Charge","claude-4.5-haiku-thinking","Yes","0","0","0","0","0","0.00"
"2025-11-09T17:34:57.584Z","On-Demand","claude-4.5-haiku-thinking","Yes","8135","3","63199","1","71338","0.02"
"2025-11-09T17:34:57.263Z","On-Demand","claude-4.5-haiku-thinking","Yes","0","0","0","0","0","0.00"
"2025-11-09T17:34:56.923Z","On-Demand","claude-4.5-haiku-thinking","Yes","0","0","0","0","0","0.00"
"2025-11-09T17:34:56.715Z","On-Demand","claude-4.5-haiku-thinking","Yes","0","0","0","0","0","0.00"
"2025-11-09T17:34:56.371Z","On-Demand","claude-4.5-haiku-thinking","Yes","0","0","0","0","0","0.00"
"2025-11-09T17:34:50.604Z","Errored, No Charge","claude-4.5-haiku-thinking","Yes","157","2","63042","392","63593","0.01"
"2025-11-09T17:33:38.504Z","On-Demand","claude-4.5-haiku-thinking","Yes","8010","3","55032","100","63145","0.02"
"2025-11-09T17:32:11.984Z","On-Demand","claude-4.5-haiku-thinking","Yes","10993","4","44039","7909","62945","0.07"
"2025-11-09T17:31:55.970Z","On-Demand","claude-4.5-haiku-thinking","Yes","1877","6","42162","10890","54935","0.07"
"2025-11-09T17:31:55.679Z","On-Demand","claude-4.5-haiku-thinking","Yes","0","0","0","0","0","0.00"
"2025-11-09T17:31:55.350Z","On-Demand","claude-4.5-haiku-thinking","Yes","0","0","0","0","0","0.00"
"2025-11-09T17:31:55.013Z","On-Demand","claude-4.5-haiku-thinking","Yes","0","0","0","0","0","0.00"
"2025-11-09T17:31:49.300Z","On-Demand","claude-4.5-haiku-thinking","Yes","288","5","41874","314","42481","0.01"
"2025-11-09T17:31:42.736Z","On-Demand","claude-4.5-haiku-thinking","Yes","10814","5","31060","102","41981","0.02"
"2025-11-09T17:31:12.523Z","On-Demand","claude-4.5-haiku-thinking","Yes","21163","182429","9897","7663","221152","0.11"
"2025-11-09T17:26:38.866Z","On-Demand","claude-4.5-sonnet","Yes","4454","0","685026","955","690435","0.56"
"2025-11-09T17:26:16.830Z","On-Demand","claude-4.5-sonnet","Yes","5185","0","679841","4367","689393","0.65"
"2025-11-09T17:25:59.297Z","On-Demand","claude-4.5-sonnet","Yes","1135","1","678706","149","679991","0.50"
"2025-11-09T17:25:25.543Z","On-Demand","claude-4.5-sonnet","Yes","668176","672","10530","131","679509","6.03"
"2025-11-09T17:24:00.167Z","On-Demand","claude-4.5-haiku-thinking","Yes","517","558","10929","732","12736","0.01"
"2025-11-09T17:21:12.886Z","On-Demand","claude-4.5-haiku-thinking","Yes","540","5","51598","407","52550","0.01"
"2025-11-09T17:21:08.770Z","On-Demand","claude-4.5-haiku-thinking","Yes","867","6","50731","344","51948","0.01"
"2025-11-09T17:21:04.514Z","On-Demand","claude-4.5-haiku-thinking","Yes","40832","321","9899","288","51340","0.06"
"2025-11-09T17:20:05.185Z","On-Demand","claude-4.5-haiku-thinking","Yes","213","3","11279","127","11622","0.002"
"2025-11-09T17:20:01.462Z","Errored, No Charge","claude-4.5-haiku-thinking","Yes","350","4","10929","138","11421","0.003"
"2025-11-09T17:19:59.263Z","On-Demand","claude-4.5-haiku-thinking","Yes","1030","8","9899","300","11237","0.005"
"2025-11-09T17:19:49.395Z","Errored, No Charge","claude-4.5-haiku-thinking","Yes","0","0","0","0","0","0.00"
"2025-11-09T17:19:40.306Z","On-Demand","claude-4.5-haiku-thinking","Yes","1760","0","121634","20","123414","0.02"
"2025-11-09T17:19:30.068Z","On-Demand","claude-4.5-haiku-thinking","Yes","627","0","121007","963","122597","0.02"
"2025-11-09T17:19:19.096Z","On-Demand","claude-4.5-haiku-thinking","Yes","714","0","120293","178","121185","0.02"
"2025-11-09T17:19:11.676Z","On-Demand","claude-4.5-haiku-thinking","Yes","260","0","120033","338","120631","0.02"
"2025-11-09T17:19:03.477Z","On-Demand","claude-4.5-haiku-thinking","Yes","443","0","119590","174","120207","0.02"
"2025-11-09T17:18:49.455Z","On-Demand","claude-4.5-haiku-thinking","Yes","2145","0","117445","182","119772","0.02"
"2025-11-09T17:18:41.917Z","On-Demand","claude-4.5-haiku-thinking","Yes","281","0","117164","1195","118640","0.02"
"2025-11-09T17:18:30.809Z","On-Demand","claude-4.5-haiku-thinking","Yes","689","0","116475","177","117341","0.02"
"2025-11-09T17:18:12.106Z","On-Demand","claude-4.5-haiku-thinking","Yes","252","0","116223","181","116656","0.02"
"2025-11-09T17:18:05.946Z","On-Demand","claude-4.5-haiku-thinking","Yes","182","0","116041","130","116353","0.01"
"2025-11-09T17:18:01.120Z","On-Demand","claude-4.5-haiku-thinking","Yes","263","0","115778","118","116159","0.01"
"2025-11-09T17:17:55.250Z","On-Demand","claude-4.5-haiku-thinking","Yes","211","0","115567","181","115959","0.02"
"2025-11-09T17:17:24.117Z","On-Demand","claude-4.5-haiku-thinking","Yes","4818","0","110749","158","115725","0.02"
"2025-11-09T17:16:54.119Z","On-Demand","claude-4.5-haiku-thinking","Yes","3976","0","106773","4726","115475","0.05"
"2025-11-09T17:16:47.747Z","On-Demand","claude-4.5-haiku-thinking","Yes","523","0","106250","3882","110655","0.04"
"2025-11-09T17:16:41.857Z","On-Demand","claude-4.5-haiku-thinking","Yes","321","0","105929","125","106375","0.01"
"2025-11-09T17:16:35.300Z","On-Demand","claude-4.5-haiku-thinking","Yes","529","0","105400","132","106061","0.01"
"2025-11-09T17:16:30.806Z","On-Demand","claude-4.5-haiku-thinking","Yes","192","0","105208","130","105530","0.01"
